PassengerId,Survived,Pclass,Sex,Age,Cabin,Hometown,Destination
881,1.0,2,female,25.0,C23 C25 C27,"Deer Lodge, Montana, US","Deer Lodge, Montana, US"
882,0.0,3,male,33.0,C23 C25 C27,"Milje, Slovenia",New York City
883,0.0,3,female,22.0,C23 C25 C27,"Stockholm, Sweden","Chicago, Illinois, US"
884,0.0,2,male,28.0,C23 C25 C27,"Plymouth, Devon, England","Houghton, Michigan, US"
885,0.0,3,male,25.0,C23 C25 C27,"London, England","Buffalo, New York, US"
886,0.0,3,female,39.0,C23 C25 C27,"Athlone, Westmeath, Ireland","Spokane, Washington, US"
887,0.0,2,male,27.0,C23 C25 C27,"Gudinė, Lithuania [76]","Worcester, Massachusetts, US"
888,1.0,1,female,19.0,B42,"Greenwich, Connecticut, US","Greenwich, Connecticut, US"
889,0.0,3,female,28.0,C23 C25 C27,"Thornton Heath, London, England","New London, Connecticut, US"
890,1.0,1,male,26.0,C148,"New York, New York, US","New York, New York, US"
891,0.0,3,male,32.0,C23 C25 C27,"Patrickswell, Limerick, Ireland",New York City
892,0.0,3,male,34.5,C23 C25 C27,"Unknown, Ireland",New York City
893,0.0,3,female,47.0,C23 C25 C27,"Penzance, Cornwall, England","Akron, Ohio, US"
894,0.0,2,male,62.0,C23 C25 C27,"Fermoy, Ireland[note 1]","Waban, Massachusetts, US"
895,0.0,3,male,27.0,C23 C25 C27,"Uster, Switzerland","Beloit, Wisconsin, US"
896,0.0,3,female,22.0,C23 C25 C27,"Taalintehdas, Finland","Monessen, Pennsylvania, US"
897,0.0,3,male,14.0,C23 C25 C27,"Knäred, Halland, Sweden","Beresford, South Dakota, US"
898,0.0,3,female,30.0,C23 C25 C27,"Bank Place, Tipperary, Ireland","Dobbs Ferry, New York, US"
899,0.0,2,male,26.0,C23 C25 C27,"Bangkok, Siam[note 5]","Roseville, Illinois, US"
900,0.0,3,female,18.0,C23 C25 C27,"Shwayhad, Syria","Greensburg, Pennsylvania, US"
901,0.0,3,male,21.0,C23 C25 C27,"West Bromwich, Staffordshire, England","Pontiac, Michigan, US"
902,0.0,3,male,28.0,C23 C25 C27,"Unknown, Bulgaria","Chicago, Illinois, US"
903,0.0,1,male,46.0,C23 C25 C27,"Bennington, Vermont, US","Bennington, Vermont, US"
904,0.0,1,female,23.0,B45,"Minneapolis, Minnesota, US","Minneapolis, Minnesota, US"
905,0.0,2,male,63.0,C23 C25 C27,"Swindon, Wiltshire, England","Idaho, US"
906,0.0,1,female,47.0,E31,"Amenia, North Dakota, US","Amenia, North Dakota, US"
907,0.0,2,female,24.0,C23 C25 C27,"Montecarlo, Lucca, Tuscany, Italy","Chicago, Illinois, US"
908,0.0,2,male,35.0,C23 C25 C27,"Limerick, Ireland[note 1]","St Louis, Missouri, US"
909,0.0,3,male,21.0,C23 C25 C27,"Kafr Mishki, Lebanon","Ottawa, Ontario, Canada"
910,0.0,3,female,27.0,C23 C25 C27,"New York City, New York, US",New York City
911,0.0,3,female,45.0,C23 C25 C27,"Kafr Mishki, Lebanon","Ottawa, Ontario, Canada"
912,0.0,1,male,55.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
913,0.0,3,male,9.0,C23 C25 C27,"Trondheim, Norway","Brooklyn, New York, US"
914,0.0,1,female,28.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
915,0.0,1,male,21.0,C23 C25 C27,"Geneva, Switzerland","Radnor, Pennsylvania, US"
916,0.0,1,female,48.0,B57 B59 B63 B66,"Cooperstown, New York, US","Cooperstown, New York, US"
917,0.0,3,male,50.0,C23 C25 C27,"St Austell, Cornwall, England","Yonkers, New York, US"
918,0.0,1,female,22.0,B36,"Providence, Rhode Island, US","Providence, Rhode Island, US"
919,0.0,3,male,22.5,C23 C25 C27,"Ibrin[85], Syria or Lebanon","Kulpmont, Pennsylvania, US"
920,0.0,1,male,41.0,A21,"Pomeroy, Washington, US","Pomeroy, Washington, US"
921,0.0,3,male,28.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes-Barre, Pennsylvania, US"
922,0.0,2,male,50.0,C23 C25 C27,"Weston-super-Mare, North Somerset, England",New York City
923,0.0,2,male,24.0,C23 C25 C27,"Guernsey, Channel Islands","Elizabeth, New Jersey, US"
924,0.0,3,female,33.0,C23 C25 C27,"Bartley Farm, Hampshire, England","Wichita, Kansas, US"
925,0.0,3,female,28.0,C23 C25 C27,"Thornton Heath, London, England","New London, Connecticut, US"
926,0.0,1,male,30.0,C78,"New York, New York, US","New York, New York, US"
927,0.0,3,male,18.5,C23 C25 C27,"Agios Sostis, Greece","Milwaukee, Wisconsin, US"
928,0.0,3,female,28.0,C23 C25 C27,"London, England",New York City
929,0.0,3,female,21.0,C23 C25 C27,"Široka Kula, Croatia","Chicago, Illinois, US"
930,0.0,3,male,25.0,C23 C25 C27,"Zwevezele, Belgium","Detroit, Michigan, US"
931,0.0,3,male,28.0,C23 C25 C27,"Hong Kong, China",New York City
932,0.0,3,male,39.0,C23 C25 C27,"Milje, Slovenia","Galesburg, Illinois, US"
933,0.0,1,male,28.0,D34,"London, England, UK","New York, New York, US"
934,0.0,3,male,41.0,C23 C25 C27,"Unknown, Russia","Philadelphia, Pennsylvania, US"
935,0.0,2,female,30.0,C23 C25 C27,"Provo, Utah, US","Provo, Utah, US"
936,0.0,1,female,45.0,D19,"Boston, Massachusetts, US","Boston, Massachusetts, US"
937,0.0,3,male,25.0,C23 C25 C27,"Helsinki, Finland",New York City
938,0.0,1,male,45.0,A9,"Paris, France","Ottawa, Ontario, Canada"
939,0.0,3,male,28.0,C23 C25 C27,"Tynagh, Galway, Ireland",New York City
940,0.0,1,female,60.0,D15,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
941,0.0,3,female,36.0,C23 C25 C27,"London, England","Brooklyn, New York, US"
942,0.0,1,male,24.0,C31,"Huntington, West Virginia, US","Huntington, West Virginia, US"
943,0.0,2,male,27.0,C23 C25 C27,New York City,New York City
944,0.0,2,female,20.0,C23 C25 C27,"Penzance, Cornwall, England","Akron, Ohio, US"
945,0.0,1,female,28.0,C23 C25 C27,"Winnipeg, Manitoba, Canada","Winnipeg, Manitoba, Canada"
946,0.0,2,male,28.0,C23 C25 C27,"Paris, France",New York City
947,0.0,3,male,10.0,C23 C25 C27,"Athlone, Westmeath, Ireland","Spokane, Washington, US"
948,0.0,3,male,35.0,C23 C25 C27,"Kricina, Croatia","Great Falls, Montana, US"
949,0.0,3,male,25.0,F G63,"Perkins County, South Dakota, US","Perkins County, South Dakota, US"
950,0.0,3,male,28.0,C23 C25 C27,"Liverpool, Merseyside, England","Bedford, Indiana, US"
951,0.0,1,female,36.0,B61,"Cooperstown, New York, US","Cooperstown, New York, US"
952,0.0,3,male,17.0,C23 C25 C27,"Podgora, Croatia","Vancouver, British Columbia, Canada"
953,0.0,2,male,32.0,C23 C25 C27,"Sydney, New South Wales, Australia",Canada
954,0.0,3,male,18.0,C23 C25 C27,"Stockholm, Sweden",New York City
955,0.0,3,female,22.0,C23 C25 C27,"Kingwilliamstown, Cork, Ireland","Glen Falls, New York, US"
956,0.0,1,male,13.0,B57 B59 B63 B66,"Cooperstown, New York, US","Cooperstown, New York, US"
957,0.0,2,female,28.0,C23 C25 C27,"Pittsburgh, Pennsylvania, US","Pittsburgh, Pennsylvania, US"
958,0.0,3,female,18.0,C23 C25 C27,"Kilmacowen, Sligo, Ireland",New York City
959,0.0,1,male,47.0,C23 C25 C27,"Washington, DC, US","Washington, DC, US"
960,0.0,1,male,31.0,C53,"Albany, New York, US","Albany, New York, US"
961,0.0,1,female,60.0,C23 C25 C27,"Winnipeg, Manitoba, Canada","Winnipeg, Manitoba, Canada"
962,0.0,3,female,24.0,C23 C25 C27,"Athlone, Westmeath, Ireland","Providence, Rhode Island, US"
963,0.0,3,male,21.0,C23 C25 C27,"Gumostnik, Lovec, Bulgaria","Chicago, Illinois, US"
964,0.0,3,female,29.0,C23 C25 C27,"Karinainen, Finland","Aberdeen, Washington, US"
965,0.0,1,male,28.5,D43,"Havana, Cuba","Havana, Cuba"
966,0.0,1,female,35.0,C130,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
967,0.0,1,male,32.5,C132,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
968,0.0,3,male,28.0,C23 C25 C27,"Greenwich, London, England",New York City
969,0.0,1,female,55.0,C101,"New York, New York, US","New York, New York, US"
970,0.0,2,male,30.0,C23 C25 C27,"Bryn Mawr, Pennsylvania, US","Bryn Mawr, Pennsylvania, US"
971,0.0,3,female,24.0,C23 C25 C27,"Bree, Wexford, Ireland",New York City
972,0.0,3,male,6.0,C23 C25 C27,"Unknown, Lebanon","Kent, British Columbia, Canada"
973,0.0,1,male,67.0,C55 C57,"New York, New York, US","New York, New York, US"
974,0.0,1,male,49.0,C23 C25 C27,"Ascot, Berkshire, England, UK","Rochester, New York, US"
975,0.0,3,male,28.0,C23 C25 C27,"Unknown, Macedonia",New York City
976,0.0,2,male,28.0,C23 C25 C27,"Glencree, Ireland[note 1]","Providence, Rhode Island, US"
977,0.0,3,male,28.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes Barre, Pennsylvania, US"
978,0.0,3,female,27.0,C23 C25 C27,"New York City, New York, US",New York City
979,0.0,3,female,18.0,C23 C25 C27,"Clevedon, North Somerset, England","Skaneateles, New York, US"
980,0.0,3,female,28.0,C23 C25 C27,"Cum, Mayo, Ireland","Chicago, Illinois, US"
981,0.0,2,male,2.0,C23 C25 C27,"Heamoor, Cornwall, England","Akron, Ohio, US"
982,0.0,3,female,22.0,C23 C25 C27,"New Haven, Connecticut, US","New Haven, Connecticut, US"
983,0.0,3,male,28.0,C23 C25 C27,"Sandefjord, Norway","Seattle, Washington, US"
984,0.0,1,female,27.0,B71,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
985,0.0,3,male,28.0,C23 C25 C27,"London, England","Clinton, New York, US"
986,0.0,1,male,25.0,C23 C25 C27,"Antwerp, Belgium","San Francisco, California, US"
987,0.0,3,male,25.0,C23 C25 C27,"Stockholm, Uppland, Sweden","Burlington, Iowa, US"
988,0.0,1,female,76.0,C46,"London, England, UK","New York, New York, US"
989,0.0,3,male,29.0,C23 C25 C27,"Ikaalinen, Pirkanmaa, Finland","Glassport, Pennsylvania, US"
990,0.0,3,female,20.0,C23 C25 C27,"Medeltorp, Småland, Sweden","Chicago, Illinois, US"
991,0.0,3,male,33.0,C23 C25 C27,"St Austell, Cornwall, England","Yonkers, New York, US"
992,0.0,1,female,43.0,C116,"Newark, New Jersey, US","Newark, New Jersey, US"
993,0.0,2,male,27.0,C23 C25 C27,"Bromsgrove, Worcestershire, England","Montreal, Quebec, Canada"
994,0.0,3,male,28.0,C23 C25 C27,"Donoughmore, Cork, Ireland",New York City
995,0.0,3,male,26.0,C23 C25 C27,"Kvarnaryd, Småland, Sweden","New Haven, Connecticut, US"
996,0.0,3,female,16.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes Barre, Pennsylvania, US"
997,0.0,3,male,28.0,C23 C25 C27,"Bergen, Norway",New York City
998,0.0,3,male,21.0,C23 C25 C27,"Kingwilliamstown, Cork, Ireland",New York City
999,0.0,3,male,28.0,C23 C25 C27,"Ballinascreen, Tipperary, Ireland","Troy, New York, US"
1000,0.0,3,male,28.0,C23 C25 C27,"Unknown, Russia","Chicago, Illinois, US"
1001,0.0,2,male,18.5,F,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
1002,0.0,2,male,41.0,C23 C25 C27,New York City,New York City
1003,0.0,3,female,28.0,C23 C25 C27,"Cork, Cork, Ireland",New York City
1004,0.0,1,female,36.0,A29,"New York, New York, US","New York, New York, US"
1005,0.0,3,female,18.5,C23 C25 C27,"Ovens, Cork, Ireland","Roxbury, Massachusetts, US"
1006,0.0,1,female,63.0,C55 C57,"New York, New York, US","New York, New York, US"
1007,0.0,3,male,18.0,C23 C25 C27,"Agios Sostis, Peloponnese, Greece",New York City
1008,0.0,3,male,28.0,C23 C25 C27,"Unknown, Unknown","Columbus, Ohio, US"
1009,0.0,3,female,1.0,G6,"Motala, Östergötland, Sweden","San Francisco, US"
1010,0.0,1,male,36.0,C6,"Fergus, Ontario, Canada","Fergus, Ontario, Canada"
1011,0.0,2,female,29.0,C23 C25 C27,"Liskeard, Cornwall, England","Spokane, Washington, US"
1012,0.0,2,female,12.0,C23 C25 C27,"Aberdeen, Aberdeenshire, Scotland","Portland, Oregon, US"
1013,0.0,3,male,28.0,C23 C25 C27,"Jersey City, New Jersey, US","Jersey City, New Jersey, US"
1014,0.0,1,female,35.0,C28,"Hamburg, German Empire[note 2]","New York, New York, US"
1015,0.0,3,male,28.0,C23 C25 C27,"Southampton, Hampshire, England",New York City
1016,0.0,3,male,28.0,C23 C25 C27,"Watergate, Limerick, Ireland",New York City
1017,0.0,3,female,17.0,C23 C25 C27,"Bournemouth, Dorset, England","Newark, New Jersey, US"
1018,0.0,3,male,22.0,C23 C25 C27,"Norrköping, Östergötland, Sweden","Worcester, Massachusetts, US"
1019,0.0,3,female,28.0,C23 C25 C27,"Carrickatane, Tyrone, Ireland","Brooklyn, New York, US"
1020,0.0,2,male,42.0,C23 C25 C27,"London, England",New York City
1021,0.0,3,male,24.0,C23 C25 C27,"London, England",New York City
1022,0.0,3,male,32.0,C23 C25 C27,"Arboretum, Worcestershire, England","Gloversville, New York, US"
1023,0.0,1,male,53.0,C51,"Washington, DC, US","Washington, DC, US"
1024,0.0,3,female,28.0,C23 C25 C27,"Liévin, Pas-de-Calais, France","Mystic, Iowa, US"
1025,0.0,3,male,28.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes Barre, Pennsylvania, US"
1026,0.0,3,male,43.0,C23 C25 C27,"Unknown, Bulgaria","Tulsa, Oklahoma, US"
1027,0.0,3,male,24.0,C23 C25 C27,"Göteborg, Västergötland, Sweden","Huntley, Illinois, US"
1028,0.0,3,male,26.5,C23 C25 C27,"Kiğı, Turkey","Brantford, Ontario, Canada"
1029,0.0,2,male,26.0,C23 C25 C27,"Newark, New Jersey, US","Newark, New Jersey, US"
1030,0.0,3,female,23.0,C23 C25 C27,"Mogilev, Belarus",New York City
1031,0.0,3,male,40.0,C23 C25 C27,"Fulham, England","Niagara Falls, New York, US"
1032,0.0,3,female,10.0,C23 C25 C27,"Fulham, England","Niagara Falls, New York, US"
1033,0.0,1,female,33.0,C23 C25 C27,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
1034,0.0,1,male,61.0,B57 B59 B63 B66,"Cooperstown, New York, US","Cooperstown, New York, US"
1035,0.0,2,male,28.0,C23 C25 C27,"London, England, UK",New York City
1036,0.0,1,male,42.0,C23 C25 C27,"Jordanstorp, Södermanland, Sweden","New York, New York, US"
1037,0.0,3,male,31.0,C23 C25 C27,"Zwevezele, Belgium","Fremont, Ohio, US"
1038,0.0,1,male,28.0,E46,"Brighton, Massachusetts, US","Brighton, Massachusetts, US"
1039,0.0,3,male,22.0,C23 C25 C27,"Pontardawe, West Glamorgan, Wales","Pontiac, Michigan, US"
1040,0.0,1,male,28.0,C23 C25 C27,"Roachdale, Indiana, US","Roachdale, Indiana, US"
1041,0.0,2,male,30.0,C23 C25 C27,"Minneapolis, Minnesota, US","Minneapolis, Minnesota, US"
1042,0.0,1,female,23.0,C54,"Madrid, Spain",New York City
1043,0.0,3,male,28.0,C23 C25 C27,"Gabrovo, Bulgaria","Madison, Wisconsin, US"
1044,0.0,3,male,60.5,C23 C25 C27,"Liverpool, Merseyside, England,",New York City
1045,0.0,3,female,36.0,C23 C25 C27,"Salmunds, Gotland, Sweden","Los Angeles, US"
1046,0.0,3,male,13.0,C23 C25 C27,"Alseda, Småland, Sweden","Worcester, Massachusetts, US"
1047,0.0,3,male,24.0,C23 C25 C27,"Saint Sampson, Guernsey, Channel Islands, England","Albion, New York, US"
1048,0.0,1,female,29.0,C97,"New York, New York, US","New York, New York, US"
1049,0.0,3,female,23.0,C23 C25 C27,"Madrid, Spain",New York City
1050,0.0,1,male,42.0,D22,"London, England, UK","Toronto, Ontario, Canada"
1051,0.0,3,female,26.0,C23 C25 C27,"Southampton, Hampshire, England","Elizabeth, New Jersey, US"
1052,0.0,3,female,28.0,C23 C25 C27,"Kilcogy, Cavan, Ireland",New York City
1053,0.0,3,male,7.0,C23 C25 C27,"Tibnin, Lebanon","Dowagiac, Michigan, US"
1054,0.0,2,female,26.0,C23 C25 C27,"Yeovil, Somerset, England","Cottage Grove, Oregon, US"
1055,0.0,3,male,28.0,C23 C25 C27,"London, England",New York City
1056,0.0,2,male,41.0,C23 C25 C27,"Scheyern, Bavaria, German Empire[note 2]","St. Cloud, Minnesota, US"
1057,0.0,3,female,26.0,C23 C25 C27,"Zürich, Switzerland","Milwaukee, Wisconsin, US"
1058,0.0,1,male,48.0,B10,"Omaha, Nebraska, US","Omaha, Nebraska, US"
1059,0.0,3,male,18.0,C23 C25 C27,"Rotherfield, East Sussex, England","Essex County, New Jersey, US"
1060,0.0,1,female,28.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
1061,0.0,3,female,22.0,C23 C25 C27,"Stora Tuna, Sweden","Evanston, Illinois, US"
1062,0.0,3,male,28.0,C23 C25 C27,"Edinburgh, Scotland",New York City
1063,0.0,3,male,27.0,C23 C25 C27,"Kiğı, Turkey","Brantford, Ontario, Canada"
1064,0.0,3,male,23.0,C23 C25 C27,"New Haven, Connecticut, US","New Haven, Connecticut, US"
1065,0.0,3,male,28.0,C23 C25 C27,"Unknown, Syria",New York City
1066,0.0,3,male,40.0,C23 C25 C27,"Alseda, Småland, Sweden","Worcester, Massachusetts, US"
1067,0.0,2,female,15.0,C23 C25 C27,"Cape Town, South Africa, UK","Seattle, Washington, US"
1068,0.0,2,female,20.0,C23 C25 C27,"St. Ives, Cornwall, England","Hancock, Michigan, US"
1069,0.0,1,male,54.0,C116,"Newark, New Jersey, US","Newark, New Jersey, US"
1070,0.0,2,female,36.0,F4,"Guntur, Madras Province, British India[note 3]","Benton Harbor, Michigan, US"
1071,0.0,1,female,64.0,E45,"Lakewood, New Jersey, US","Lakewood, New Jersey, US"
1072,0.0,2,male,30.0,C23 C25 C27,"Sarnia, Ontario, Canada","Sarnia, Ontario, Canada"
1073,0.0,1,male,37.0,E52,"Lakewood, New Jersey, US","Lakewood, New Jersey, US"
1074,0.0,1,female,18.0,D30,"New York, New York, US","New York, New York, US"
1075,0.0,3,male,28.0,C23 C25 C27,"Limerick, Limerick, Ireland",New York City
1076,0.0,1,female,27.0,B58 B60,"Montreal, Quebec, Canada","Montreal, Quebec, Canada"
1077,0.0,2,male,40.0,C23 C25 C27,"Weston-super-Mare, North Somerset, England","Moose Jaw, Saskatchewan, Canada"
1078,0.0,2,female,21.0,C23 C25 C27,"Ilfracombe, Devon, England","New Brighton, Pennsylvania, US"
1079,0.0,3,male,17.0,C23 C25 C27,"West Bromwich, Staffordshire, England","Pontiac, Michigan, US"
1080,0.0,3,female,28.0,C23 C25 C27,"Peterborough, Cambridgeshire, England","Jacksonville, Florida, US"
1081,0.0,2,male,40.0,C23 C25 C27,"Barre, Vermont, US","Barre, Vermont, US"
1082,0.0,2,male,34.0,C23 C25 C27,"Warwick, Warwickshire, England",New York City
1083,0.0,1,male,28.0,C23 C25 C27,"New York, New York, US","New York, New York, US"
1084,0.0,3,male,11.5,C23 C25 C27,"London, England","North Wales, Pennsylvania, US"
1085,0.0,2,male,61.0,C23 C25 C27,"Chelsea, Michigan, US","Chelsea, Michigan, US"
1086,0.0,2,male,8.0,C23 C25 C27,"Greenport, New York, US","Greenport, New York, US"
1087,0.0,3,male,33.0,C23 C25 C27,"Göteborg, Västergötland, Sweden",New York City
1088,0.0,1,male,6.0,E34,"Tuxedo Park, New York, US","Tuxedo Park, New York, US"
1089,0.0,3,female,18.0,C23 C25 C27,"Lysvik, Värmland, Sweden","Missoula, Montana, US"
1090,0.0,2,male,23.0,C23 C25 C27,"Saint Peter Port, Guernsey, Channel Islands",New York City
1091,0.0,3,female,28.0,C23 C25 C27,"Haugesund, Rogaland, Norway","Centerville, South Dakota, US"
1092,0.0,3,female,28.0,C23 C25 C27,"Dublin, Ireland",New York City
1093,0.0,3,male,0.33,C23 C25 C27,"Göteborg, Västergötland, Sweden","Stanton, Iowa, US"
1094,0.0,1,male,47.0,C62 C64,"New York, New York, US","New York, New York, US"
1095,0.0,2,female,8.0,C23 C25 C27,"Plymouth, Devon, England","Detroit, Michigan, US"
1096,0.0,2,male,25.0,C23 C25 C27,"Redruth, Cornwall, England","Houghton, Michigan, US"
1097,0.0,1,male,28.0,C23 C25 C27,"Le Havre, France","New York, New York, US"
1098,0.0,3,female,35.0,C23 C25 C27,"Terry, Mayo, Ireland","Chicago, Illinois, US"
1099,0.0,2,male,24.0,C23 C25 C27,"London, England","Port Byron, New York, US"
1100,0.0,1,female,33.0,A11,"Paris, France","Cincinnati, Ohio, US"
1101,0.0,3,male,25.0,C23 C25 C27,"Bakić, Bosnia","Harrisburg, Pennsylvania, US"
1102,0.0,3,male,32.0,C23 C25 C27,"Bergen, Norway",New York City
1103,0.0,3,male,28.0,C23 C25 C27,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
1104,0.0,2,male,17.0,C23 C25 C27,"Fritham, Hampshire, England, UK","Boston, Massachusetts, US"
1105,0.0,2,female,60.0,C23 C25 C27,"Swindon, Wiltshire, England","Idaho, US"
1106,0.0,3,female,38.0,C23 C25 C27,"Vadsbro, Sörmland, Sweden","Manistee, Michigan, US"
1107,0.0,1,male,42.0,B11,"Chelsea, London, England, UK","New York, New York, US"
1108,0.0,3,female,28.0,C23 C25 C27,"Derrymartin, Mayo, Ireland",New York City
1109,0.0,1,male,57.0,C23 C25 C27,"Youngstown, Ohio, US","Youngstown, Ohio, US"
1110,0.0,1,female,50.0,C80,"Philadelphia, Pennsylvania, US","Philadelphia, Pennsylvania, US"
1111,0.0,3,male,28.0,C23 C25 C27,"Unknown, Scotland",New York City
1112,0.0,2,female,30.0,C23 C25 C27,"Barcelona, Catalonia, Spain","Havana, Cuba"
1113,0.0,3,male,21.0,C23 C25 C27,"London, England","Toronto, Ontario, Canada"
1114,0.0,2,female,22.0,F33,"Oxford, Oxfordshire, England",New York City
1115,0.0,3,male,21.0,C23 C25 C27,"Oskarshamn, Kalmar, Sweden","Brooklyn, New York, US"
1116,0.0,1,female,53.0,C23 C25 C27,"Washington, DC, US","Washington, DC, US"
1117,0.0,3,female,28.0,C23 C25 C27,"Hardîne, Lebanon","Houtzdale, Pennsylvania, US"
1118,0.0,3,male,23.0,C23 C25 C27,"Oskarshamn, Kalmar, Sweden","Minneapolis, Minnesota, US"
1119,0.0,3,female,28.0,C23 C25 C27,"Trien, Roscommon, Ireland",New York City
1120,0.0,3,male,40.5,C23 C25 C27,"Bristol, Avon, England","Troy, New York, US"
1121,0.0,2,male,36.0,C23 C25 C27,"Devonport, Devon, England","Middletown, Connecticut, US"
1122,0.0,2,male,14.0,C23 C25 C27,"Yeovil, Somerset, England","Bernardsville, New Jersey, US"
1123,0.0,1,female,21.0,C23 C25 C27,"Duluth, Minnesota, US","Duluth, Minnesota, US"
1124,0.0,3,male,21.0,C23 C25 C27,"Vaasa, Finland","Montreal, Quebec, Canada"
1125,0.0,3,male,28.0,C23 C25 C27,"Boherbue, Cork, Ireland",New York City
1126,0.0,1,male,39.0,C85,"New York, New York, US","New York, New York, US"
1127,0.0,3,male,20.0,C23 C25 C27,"Östra Sallerup, Skåne, Sweden","St. Paul, Minnesota, US"
1128,0.0,1,male,64.0,D37,"Portland, Oregon, US","Portland, Oregon, US"
1129,0.0,3,male,20.0,C23 C25 C27,"Unknown, Lebanon",New York City
1130,0.0,2,female,18.0,C23 C25 C27,"Joensuu, Finland, Russian Empire[note 6]","Detroit, Michigan, US"
1131,0.0,1,female,48.0,C86,"Minneapolis, Minnesota, US","Minneapolis, Minnesota, US"
1132,0.0,1,female,55.0,C23 C25 C27,"Stockholm, Sweden","New York, New York, US"
1133,0.0,2,female,45.0,C23 C25 C27,"London, England, UK","Montreal, Quebec, Canada"
1134,0.0,1,male,45.0,E34,"Tuxedo Park, New York, US","Tuxedo Park, New York, US"
1135,0.0,3,male,28.0,C23 C25 C27,"Manchester, England","Springfield, Massachusetts, US"
1136,0.0,3,male,28.0,C23 C25 C27,"Thornton Heath, London, England","New London, Connecticut, US"
1137,0.0,1,male,41.0,D21,"Pittsburgh, Pennsylvania, US","Pittsburgh, Pennsylvania, US"
1138,0.0,2,female,22.0,C23 C25 C27,"Pittsburgh, Pennsylvania, US","Pittsburgh, Pennsylvania, US"
1139,0.0,2,male,42.0,C23 C25 C27,"Greenport, New York, US","Greenport, New York, US"
1140,0.0,2,female,29.0,C23 C25 C27,"Porthoustock, Cornwall, England","Sacramento, California, US"
1141,0.0,3,female,28.0,C23 C25 C27,"Hardîne, Lebanon","Wilkes Barre, Pennsylvania, US"
1142,0.0,2,female,0.92,C23 C25 C27,"Bournemouth, Dorset, England","Gainesville, Florida, US"
1143,0.0,3,male,20.0,C23 C25 C27,"Dalsbruk, Finland","Hoboken, New Jersey, US"
1144,0.0,1,male,27.0,C89,"Los Angeles, California, US","Los Angeles, California, US"
1145,0.0,3,male,24.0,C23 C25 C27,"Genevad, Halland, Sweden","Red Wing, Minnesota, US"
1146,0.0,3,male,32.5,C23 C25 C27,"Vienna, Austria",New York City
1147,0.0,3,male,28.0,C23 C25 C27,"London, England","Rochester, New York, US"
1148,0.0,3,male,28.0,C23 C25 C27,"Currowhunane, Sligo, Ireland","Patterson, New Jersey, US"
1149,0.0,3,male,28.0,C23 C25 C27,"Västra Bogane, Orust Island, Sweden",New York City
1150,0.0,2,female,19.0,C23 C25 C27,"Rochester, New York, US","Rochester, New York, US"
1151,0.0,3,male,21.0,C23 C25 C27,"Krøkstad, Ski, Norway","Chicago, Illinois, US"
1152,0.0,3,male,36.5,C23 C25 C27,"Tampico, Montana, US","Tampico, Montana, US"
1153,0.0,3,male,21.0,C23 C25 C27,"Hörby, Skåne, Sweden","St. Paul, Minnesota, US"
1154,0.0,2,female,29.0,C23 C25 C27,"Heamoor, Cornwall, England","Akron, Ohio, US"
1155,0.0,3,female,1.0,C23 C25 C27,"Grimshut, Småland, Sweden",New York City
1156,0.0,2,male,30.0,C23 C25 C27,"Milford, New Hampshire, US","Milford, New Hampshire, US"
1157,0.0,3,male,28.0,C23 C25 C27,"Unknown, Bulgaria","Coon Rapids, Iowa, US"
1158,0.0,1,male,28.0,C23 C25 C27,"Belfast, Ireland, UK","New York, New York, US"
1159,0.0,3,male,28.0,C23 C25 C27,"Portsmouth, Hampshire, England",New York City
1160,0.0,3,female,28.0,C23 C25 C27,"North Walsham, Norfolk, England","Albion, Michigan, US"
1161,0.0,3,male,17.0,C23 C25 C27,"Bukovac, Croatia","Chicago, Illinois, US"
1162,0.0,1,male,46.0,C6,"Vancouver, British Columbia, Canada","Vancouver, British Columbia, Canada"
1163,0.0,3,male,28.0,C23 C25 C27,"Mullingar, Westmeath, Ireland",New York City
1164,0.0,1,female,26.0,C89,"Los Angeles, California, US","Los Angeles, California, US"
1165,0.0,3,female,28.0,C23 C25 C27,"Ballymahon, Longford, Ireland",New York City
1166,0.0,3,male,28.0,C23 C25 C27,"Sir'Al, Lebanon",New York City
1167,0.0,2,female,20.0,C23 C25 C27,"Skara, Västergötland, Sweden","Rockford, Illinois, US"
1168,0.0,2,male,28.0,C23 C25 C27,"Guernsey, Channel Islands",New York City
1169,0.0,2,male,40.0,C23 C25 C27,"Liverpool, Merseyside, England, UK","Philadelphia, Pennsylvania, US"
1170,0.0,2,male,30.0,C23 C25 C27,"Bristol, Avon, England","New Britain, Connecticut, US"
